title,english_title,romaji_title,genres,rating_anilist,rating_mal,episodes,status,format,season,year,synopsis,studio,source_material,popularity_anilist,mal_members,mal_rank,cover_image_url,start_date,end_date,duration_per_ep,age_rating,mal_id
Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,Endo and Kobayashi Live! The Latest on Tsundere Villainess Lieselotte,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san,Comedy | Fantasy | Romance,7.0,7.25,12.0,FINISHED,TV,WINTER,2023.0,"One day, crown prince Sieg suddenly begins to hear the voices of two gods... whispering to him in a startling revelation, that his betrothed, Liselotte, is not only an extreme tsundere, but also about to fall into devastating ruin! Her erratic everyday behavior only serves to hide her embarrassment?! Sieg, thanks to the ""gods'"" explanation, agonizes alone over Liselotte's astonishing cuteness! In truth, the ""gods"" are two high schoolers giving live commentary of a video game they are playing. Will Sieg be able to save his betrothed Liselotte with the aid of commentary and explanation by the ""gods""? Avoid the bad ending for Liselotte, whose actions, now that her motives are revealed, become transcendingly cute! (Source: Japanese light novel publisher, translated)",Tezuka Productions,LIGHT_NOVEL,36052,113244.0,3751.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx143064-3tJ0mGnNOT2w.png,2023-01-07,2023-03-25,25.0,PG-13 - Teens 13 or older,50652.0
UzaMaid!,UzaMaid!,Uchi no Maid ga Uzasugiru!,Comedy | Slice of Life,6.5,6.85,12.0,FINISHED,TV,FALL,2018.0,"Misha is a little girl who lost her mother at an early age, and now lives with her father. Her father employs a maid named Tsubame, who was a former Self-Defense Force official, and is also a lolicon.(Source: Anime News Network)",Doga Kobo,MANGA,36042,130126.0,6098.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101506-uY2udopqvdYp.jpg,2018-10-05,2018-12-21,24.0,PG-13 - Teens 13 or older,37722.0
Masamune-kun's Revenge OAD,Masamune-kun's Revenge OAD,Masamune-kun no Revenge OVA,Comedy | Romance | Slice of Life,6.4,6.58,1.0,FINISHED,OVA,SUMMER,2018.0,"Special episode on an original anime disc bundled with volume 10 of the manga. It will tell an ""after story"" for the manga.",SILVER LINK.,MANGA,36025,125872.0,7757.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101213-TY2isJgwXxfs.jpg,2018-07-27,2018-07-27,24.0,PG-13 - Teens 13 or older,37377.0
NIPPON SANGOKU: The Three Nations of the Crimson Sun,NIPPON SANGOKU: The Three Nations of the Crimson Sun,Nippon Sangoku,Action | Drama | Sci-Fi,8.1,8.48,12.0,RELEASING,ONA,SPRING,2026.0,"A revolution sparked by nuclear war, natural disaster, and misrule leads to the collapse of Japanese society. The country splits into three nations vying for hegemony, and the Sangoku era begins. Aoteru Misumi, a former agricultural officer, vows to reunify Japan. He rises through the ranks with only his knowledge and eloquence. Witness the legend of the man later hailed as a genius strategist. (Source: Amazon Prime Video)",Studio Kafka,MANGA,36024,73513.0,175.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx206914-SHKX08LarRzB.jpg,2026-04-05,,,R - 17+ (violence & profanity),63375.0
Recovery of an MMO Junkie OVA,Recovery of an MMO Junkie OVA,Net-juu no Susume OVA,Comedy | Fantasy | Romance | Slice of Life,7.2,7.33,1.0,FINISHED,OVA,FALL,2017.0,"Un-aired 11th episode of the TV series that's included in the Blu-ray.Recovery of an MMO Junkie / Moriko Logs In to Fruits de Mer:When Moriko's computer breaks down, she asks for help from a certain someone to buy a new one. Before even realizing it, she's agreed to have that person over to her place to build the PC itself! Who's coming over?! Will Moriko successfully clear the ""Invite a Guest Over"" quest?!(Source: Crunchyroll)",Signal.MD,MANGA,36018,119392.0,3185.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx100684-dTFSHninTMEg.jpg,2017-12-08,2017-12-08,25.0,PG-13 - Teens 13 or older,36043.0
Heavy Object,None,Heavy Object,Action | Comedy | Mecha | Sci-Fi,6.8,7.26,24.0,FINISHED,TV,FALL,2015.0,"In the distant future, the nature of war has changed. ""Objects""—massive, spherical tanks impermeable to standard weaponry and armed with destructive firepower—rule the battlefield; their very deployment ensures victory, rendering traditional armies useless. However, this new method of warfare is about to be turned on its head. Qwenthur Barbotage, a student studying Object Design, and Havia Winchell, a radar analyst of noble birth, serve in the Legitimate Kingdom's 37th Mobile Maintenance Battalion, tasked with supporting the Baby Magnum, one of the nation's Objects. Unfortunately, a battle gone awry places the duo in a precarious situation: mere infantry stand face-to-face against the unfathomable might of an enemy Object. As they scramble to save themselves and their fellow soldiers, a glimmer of hope shines through, and the world's perception of Objects is changed forever. Heavy Object follows these two soldiers alongside Milinda Brantini, the Baby Magnum's pilot, and their commanding officer Frolaytia Capistrano as the unit treks all over the globe to fight battle after battle. Facing one impossible situation after another, they must summon all their wit and courage to overcome the insurmountable foes that are Objects.",J.C.STAFF,LIGHT_NOVEL,35966,163241.0,3625.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20881-UqK6rR9vzRrw.jpg,2015-10-03,2016-03-26,24.0,PG-13 - Teens 13 or older,27829.0
Burning Kabaddi,Burning Kabaddi,Shakunetsu Kabaddi,Action | Drama | Sports,6.7,7.02,12.0,FINISHED,TV,SPRING,2021.0,"Yoigoshi Tatsuya was a star soccer player known as ""Yoigoshi the Unstoppable,"" but when he entered high school, he severed all involvement with sports. Now, he has been invited to a certain sports team. In these matches, victory is achieved through teammates working together to catch and defeat the opponents invading their territory... You could call it a sort of running combat sport. And the name of this game is...Kabaddi. (Source: Crunchyroll)",TMS Entertainment,MANGA,35963,109333.0,5147.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx120859-420ZuJhi9Rug.jpg,2021-04-03,2021-06-19,24.0,PG-13 - Teens 13 or older,42395.0
Forest of Piano,Forest of Piano,Piano no Mori (TV),Drama | Music,7.1,7.33,12.0,FINISHED,TV,SPRING,2018.0,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Shuuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life. (Source: KEFI)",Gaina,MANGA,35934,139119.0,3189.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx100401-frKNiXOnRKdu.jpg,2018-04-09,2018-07-01,25.0,PG-13 - Teens 13 or older,36652.0
The Beginning After the End Season 2,The Beginning After the End Season 2,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru? 2nd Season",Action | Adventure | Fantasy,5.6,5.67,12.0,RELEASING,TV,SPRING,2026.0,"The second season of Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru? Arthur faces one last mission with Jasmine, but the quest unleashes a tragedy no one saw coming. (Source: Crunchyoll News)",studio A-CAT,OTHER,35899,62967.0,12652.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx194317-M7t2ymBDHqyW.jpg,2026-04-01,,23.0,PG-13 - Teens 13 or older,61831.0
"Noble Reincarnation: Born Blessed, So I'll Obtain Ultimate Power","Noble Reincarnation: Born Blessed, So I'll Obtain Ultimate Power",Kizoku Tensei: Megumareta Umare kara Saikyou no Chikara wo Eru,Action | Adventure | Fantasy,6.6,6.66,12.0,FINISHED,ONA,WINTER,2026.0,"Noah, the world’s strongest six-year-old, has been privileged enough to be reborn as the emperor’s 13th child. What’s more, he’s been overpowered with an infinite level cap and a cheat that stacks the powers of anyone who serves him. But even privilege has its problems—the glittering facade of high society hides a world of conspiracies, schemes, and power struggles. (Source: Crunchyroll)",CompTown,LIGHT_NOVEL,35847,83105.0,7272.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx185993-BecPUaWfZJgR.png,2026-01-05,2026-03-23,24.0,PG-13 - Teens 13 or older,60692.0
Re: Hamatora,Re: Hamatora,Re:_HAMATORA,Comedy | Mystery,7.0,7.35,12.0,FINISHED,TV,SUMMER,2014.0,"It has been three months since the incident at Yokohama. Things have been settling down at Cafe Nowhere. Murasaki and Hajime have teamed up and started investigating again. After an unforeseen reunion, Art holds Nice at gunpoint. What are his real intentions? What will become of the connection between Art and Hamatora? (Source: Crunchyroll)",Lerche,ORIGINAL,35834,177626.0,3067.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20711-b641DKQpANPv.png,2014-07-08,2014-09-23,24.0,R - 17+ (violence & profanity),23421.0
Mob Psycho 100 REIGEN The Miraculous Unknown Psychic,Mob Psycho 100 REIGEN The Miraculous Unknown Psychic,Mob Psycho 100 REIGEN: Shirarezaru Kiseki Reinouryokusha,Action | Comedy | Supernatural,7.3,7.41,1.0,FINISHED,OVA,WINTER,2018.0,"Reigen Arataka, the GREATEST psychic of the 21st century, tells us the 100% true, never before seen story behind some of his greatest supernatural feats. The world renowned psychic narrates his tell-all book in a retelling of the events in Mob Psycho 100. (Source: Funimation) Note: The OVA was screened at the Maihama Ampitheater in Chiba on March 18, 2018.",bones,MANGA,35826,116759.0,2747.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100353-6dM62JCho2Yg.png,2018-03-18,2018-03-18,60.0,PG-13 - Teens 13 or older,36616.0
Aggretsuko: Season 2,Aggretsuko: Season 2,Aggressive Retsuko Season 2,Comedy | Music | Slice of Life,7.6,7.72,10.0,FINISHED,ONA,SPRING,2019.0,"Red panda Retsuko continues to work at her cyclic office job, with the occasional stress-venting via death metal karaoke on the side. With the company of her newfound friends Gori and Washimi, life is more enjoyable than ever before. But some new shake-ups to her status quo threaten to add more stress to her life. At the office, new employee Anai seems like a fine addition to the company. Yet when Retsuko is placed in charge of his training, she finds that beneath his steadfast dedication, he may pose a threat to the stability of the workplace. Meanwhile, at home, Retsuko's mother pays an abrupt visit, fully intent on having her daughter finally settle down and find a man. With this in mind, she sets Retsuko up for various marriage appointments, much to her chagrin. Now, Retsuko finds all the more reasons to head to the karaoke bar and unleash her furious diatribes. However, knowing that this will not truly solve her problems, she decides to make a more spontaneous choice to avoid her issues. And so, Retsuko finds herself set upon another self-reflecting journey, coming to learn more about herself and love, with the ever cathartic support of death metal karaoke.",Fanworks,ORIGINAL,35820,127362.0,1400.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105200-j3TXGTaDz8Q9.png,2019-06-14,2019-06-14,15.0,PG-13 - Teens 13 or older,37985.0
Cromartie High School,Cromartie High School,Sakigake!! Cromartie Koukou,Comedy,7.5,7.9,26.0,FINISHED,TV_SHORT,FALL,2003.0,"Is this the real life? Is this just fantasy? The only thing for certain is that for Kamiyama, Cromartie High School is his reality. And what a surreal reality it is. Because this is where the toughest, meanest (and often dumbest) students are sent to do time. At Cromartie, purple-mohawked bruisers and pencil-chomping street thugs are just part of every day life. And so is a 400-pound gorilla. And a macho brute named Freddie who travels with his own theme music. And, of course, Mechazawa, the student voted most likely to need an oil change. So pack your bags, put on your best tough-guy swagger, and get a lesson in insanity from the hilarious losers at Cromartie High. This is one class you won't ever want to cut. (Source: Discotek)",Production I.G,MANGA,35804,155464.0,957.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx114-VqL7lYKqdBR6.png,2003-10-03,2004-03-26,12.0,PG-13 - Teens 13 or older,114.0
ARIA The ORIGINATION,ARIA The ORIGINATION,ARIA The ORIGINATION,Fantasy | Sci-Fi | Slice of Life,8.6,8.5,13.0,FINISHED,TV,WINTER,2008.0,"In Neo Venezia, Akari, Aika, and Alice continue to work diligently toward the day they become full-fledged Prima Undine (a professional tour guide gondolier). The girls have come far since they began their training, and they are slowly forming their own distinctive styles as tour guides for the city. On the long journey towards their goal, the girls have relied on the advice of their seniors from their respective companies: the patient and understanding Alicia from Aria Company, the strict and proper Akira from Himeya Company, and the clumsy yet caring Athena from Orange Planet Company. Will the girls be able to blend the advice from their mentors with their personally acquired knowledge of Neo Venezia to become praiseworthy Prima Undines? Welcome once more to Neo Venezia; the city that personifies warmth and tranquility.",Hal Film Maker,MANGA,35792,142809.0,164.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3297-FHuyO7uiefNg.png,2008-01-08,2008-04-01,24.0,G - All Ages,3297.0
A Journey Through Another World: Raising Kids While Adventuring,A Journey Through Another World: Raising Kids While Adventuring,Isekai Yururi Kikou: Kosodate Shinagara Boukensha Shimasu,Adventure | Fantasy | Slice of Life,6.6,6.68,12.0,FINISHED,TV,SUMMER,2024.0,"After a god accidentally slays him, Takumi’s reborn with new skills in a monster-filled forest where he stumbles upon twins. They’re sweet, adorable, and super strong! Won over instantly, he names them Alan and Elena, becomes their guardian, and joins an adventurers’ guild to provide for his new family. And so starts his chill life of adventure, watching over Alan and Elena’s growth! (Source: Crunchyroll)",EMT Squared,LIGHT_NOVEL,35783,99321.0,7135.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx171031-7RJll3TJnVFA.jpg,2024-07-08,2024-09-16,24.0,PG-13 - Teens 13 or older,57380.0
I Want to End this Love Game,I Want to End this Love Game,Aishiteru Game wo Owarasetai,Comedy | Romance,7.2,7.28,12.0,RELEASING,TV,SPRING,2026.0,"Childhood friends Yukiya and Miku share everything…except their feelings. Ever since sixth grade, they’ve played a “love game”: they take turns saying “I love you” and whoever gets flustered first loses. Now in high school, their hearts are closer than ever—but will they finally find the courage to confess? (Source: Crunchyroll)",Felix Film,MANGA,35775,67726.0,3474.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx194393-0H9yYABu6y0i.jpg,2026-04-14,2026-06-30,24.0,PG-13 - Teens 13 or older,61839.0
Code Geass: Akito the Exiled - The Wyvern Arrives,Code Geass: Akito the Exiled - The Wyvern Arrives,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Action | Mecha | Sci-Fi,6.9,7.33,1.0,FINISHED,MOVIE,SUMMER,2012.0,"It is the year 2017, and Europe is being invaded by the forces of the Holy Britannian Empire. In an attempt to combat the opposition's overwhelming pressure and put an end to the massive casualties, the army forms a special unit called Wyvern, or W-0, composed of former Japanese citizens referred to as ""Elevens."" Recruited from ghettos, these young men and women pilot Knightmare frames—humanoid war machines—into dangerous operations where death awaits, hoping to make a name for themselves. When a European regiment attempting to recapture a crucial city is pinned down by the enemy, it's up to W-0 to bail them out. Among those selected for the rescue operation is Lieutenant Akito Hyuuga, known as ""Hannibal's Ghost"" due to his prowess on the battlefield. However, the supposed rescue mission becomes suicidal when, in an attempt to take out as many Britannians as possible, the commanding officer initiates the Knightmare's self-destruct sequence. In its aftermath, Akito finds that he is the last one standing… (Source: MAL Rewrite) Note: The film received a special pre-screening on July 16, 2012 at theatres in Shinjuku Ward 9 and Ikebukuro Cinema Sunshine.",Sunrise,ORIGINAL,35746,194768.0,3160.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx8888-zrICq6gQTxP8.jpg,2012-08-04,2012-08-04,50.0,R - 17+ (violence & profanity),8888.0
Fate/Grand Order Divine Realm of the Round Table: Camelot - Wandering; Agateram,Fate/Grand Order Divine Realm of the Round Table: Camelot - Wandering; Agateram,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot - Wandering; Agateram,Action | Fantasy,6.8,6.92,1.0,FINISHED,MOVIE,FALL,2020.0,"The wandering knight, Bedivere, reaches the end of his journey. The year is A.D. 1273 in Jerusalem. The Holy Land has been transformed into a massive desert, the people have been forced out of their homes, and three major powers wage war with each other in this wasteland. The Knights of the Round Table come together to protect the Holy City and their Lion King. With the whole of his kingdom summoned into a strange land, Ozymandias, the Sun-King, quietly plots against the tyranny of this bizarre realm. The mountain people, protectors of those who were stripped of their land, await their chance at rebellion. In order to fulfill his mission, Bedivere heads for the Holy City where the Lion King rules. There he meets humanity’s final Master, Ritsuka Fujimaru, who has come to Jerusalem, accompanied by his Demi-Servant, Mash Kyrielight, in their quest to restore human history. Bedivere joins with Fujimaru and his companions to undertake this quest. (Source: Official Website)",Signal.MD,VIDEO_GAME,35740,104855.0,5651.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx103276-7QhBwJs0O6Gi.jpg,2020-12-05,2020-12-05,89.0,PG-13 - Teens 13 or older,38085.0
WWW.WAGNARIA!!,WWW.WAGNARIA!!,WWW.WORKING!!,Comedy | Romance | Slice of Life,7.2,7.4,13.0,FINISHED,TV,FALL,2016.0,"Daisuke Higashida gets a job at the restaurant because of family financial difficulties, but no one who works there is normal. (Source: Anime News Network)",A-1 Pictures,MANGA,35719,166726.0,2815.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21764-tItSTDi0QB31.jpg,2016-10-01,2016-12-24,24.0,PG-13 - Teens 13 or older,33094.0
World Conquest Zvezda Plot,World Conquest Zvezda Plot,Sekai Seifuku: Bouryaku no Zvezda,Action | Comedy | Fantasy,6.8,7.05,12.0,FINISHED,TV,WINTER,2014.0,What does it take to conquer the world?! Every leader of the past has thought of it... but all they have done was to merely dream of its greatness. World domination... nobody has been able to achieve it. Until one little girl by the name of Kate Hoshimiya came along. Kate Hoshimiya will shock the world! How was she able to carry out such a magnificent stunt? So frightful! So glorious! Could this be... the Zvezda Plot?! Let the light of our great Zvezda shine upon this land far and wide! (Source: Aniplex USA),A-1 Pictures,ORIGINAL,35695,154030.0,4982.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20496-fTwlGOKd8OPb.jpg,2014-01-12,2014-03-29,24.0,PG-13 - Teens 13 or older,20973.0
The Fable,The Fable,The Fable,Action | Comedy | Drama | Romance | Thriller,7.8,8.15,25.0,FINISHED,TV,SPRING,2024.0,"When you're the infamous prodigy hitman known only as “Fable,” many things come easy. Being a normal person, however, isn't one of them. In fact, being told that he can't kill anyone for a while may just be the hardest job Fable’s ever taken... (Source: Kodansha USA)",Tezuka Productions,MANGA,35603,109690.0,531.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166910-wI4LacRXICtI.png,2024-04-07,2024-09-29,23.0,R - 17+ (violence & profanity),55911.0
100 METERS,100 METERS,Hyakuemu.,Drama | Sports,8.3,8.35,1.0,FINISHED,MOVIE,SUMMER,2025.0,"100 METERS follows Togashi, a track star who is born to run. As a kid, he is naturally gifted and wins every 100-meter race without effort. But in sixth grade, he meets Komiya, a transfer student who is full of determination but lacks technique. In teaching him, Togashi gives Komiya a new purpose: to win no matter what. Years pass by, and Togashi and Komiya meet again as rivals on the track and reveal their true selves. (Source: GKIDS)",ROCK'N ROLL MOUNTAIN,MANGA,35590,74995.0,280.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx177687-T4SrtVjrmW01.png,2025-09-19,2025-09-19,106.0,PG-13 - Teens 13 or older,58919.0
Divine Gate,Divine Gate,Divine Gate,Action | Fantasy | Sci-Fi,5.0,5.53,12.0,FINISHED,TV,WINTER,2016.0,"When the Divine Gate opened, the living world, the heavens, and the underworld became connected, ushering an era of chaos where desires and conflict intersect. To restore order, the World Council is formed. As peace is restored, the Divine Gate becomes an urban legend. In that world, boys and girls deemed fit by the World Council are gathered. They are ones who aim to reach the gate for their personal objectives. Those who reach the gate can remake the world. What lies beyond the gate? When they reach the door, will the world change? Will it be the past that changes, or will it be the future? (Source: MAL News)",Studio Pierrot,VIDEO_GAME,35582,175031.0,13152.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21380-U2PS8WAY1IxN.jpg,2016-01-08,2016-03-25,24.0,PG-13 - Teens 13 or older,31710.0
Laid-Back Camp Season 3,Laid-Back Camp Season 3,Yuru Camp△ SEASON 3,Comedy | Slice of Life,8.0,8.06,12.0,FINISHED,TV,SPRING,2024.0,"Within the narrow walls of the Outdoor Activities Club room, the few but lively members carry on the camping spirit as they have fun with DIY club experiments. Exciting experiences such as these have brought Nadeshiko Kagamihara deep into the world of camping, making her want to once again go on a solo trip. However, other plans come first, as Ayano Toki and Rin Shima invite Nadeshiko to camp near Ooi River. Eager to go on their first journey together, the girls set off to forge precious memories that will stick with their hearts for years to come. (Source: MAL Rewrite)",8-bit,MANGA,35581,104230.0,672.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx155908-2ZOxqbagDxNv.jpg,2024-04-04,2024-06-20,24.0,PG-13 - Teens 13 or older,53410.0
Dusk Beyond the End of the World,Dusk Beyond the End of the World,Towa no Yuugure,Action | Drama | Romance | Sci-Fi,6.4,6.56,13.0,FINISHED,TV,FALL,2025.0,"When growing tensions around AI spark civil unrest, Akira is caught in the crossfire when he protects his girlfriend from an assassin’s bullet. Hundreds of years later, he awakens from cryogenic sleep to an unfamiliar world. As he struggles to come to terms with his new reality, he bonds with an android called Yugure, who bears an uncanny resemblance to his girlfriend. Now, he must ask himself what love means in a world where technology has changed the very fabric of society. (Source: HIDIVE) Note: Includes Prologue.",P.A.WORKS,ORIGINAL,35515,81555.0,7896.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx195153-yiRxZP5pPJLi.png,2025-09-26,2025-12-19,24.0,R - 17+ (violence & profanity),61917.0
Minami-ke,None,Minami-ke,Comedy | Slice of Life,7.3,7.65,13.0,FINISHED,TV,FALL,2007.0,"There are three of the Minami sisters: Haruka, Kana and Chiaki, who have an average life. The girls only have each other to depend on and help each other get through everything from love confessions to cooking. (Source: Anime News Network)",Daume,MANGA,35491,184125.0,1649.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2963-JxvWsnzcs4IP.png,2007-10-08,2007-12-31,24.0,PG-13 - Teens 13 or older,2963.0
The Banished Former Hero Lives as He Pleases,The Banished Former Hero Lives as He Pleases,"Dekisokonai to Yobareta Moto Eiyuu wa, Jikka kara Tsuihou Sareta node Suki Katte ni Ikiru Koto ni Shita",Action | Adventure | Fantasy | Romance,4.8,5.26,12.0,FINISHED,TV,SPRING,2024.0,"""I can finally go search for the peaceful life I've been looking forward to since my past life."" Allen, a boy called a failure because he was not blessed with a ""Gift"" from god, is actually a former hero who still has the memories and powers of his past life?! Using his banishment from his family's duchy as an excuse, Allen is about to start a carefree journey to do whatever he wants when he comes across an attempt on the life of his ex-fiancée...?! The former hero wants to live a relaxing life this time around, but the heroic fantasy life he never wanted is about to begin! (Source: Crunchyroll)",Studio DEEN,LIGHT_NOVEL,35488,95931.0,13901.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx166372-AO67sLMZfUpB.jpg,2024-04-02,2024-06-11,24.0,PG-13 - Teens 13 or older,55717.0
The Do-Over Damsel Conquers the Dragon Emperor,The Do-Over Damsel Conquers the Dragon Emperor,Yarinaoshi Reijou wa Ryuutei Heika wo Kouryaku-chuu,Fantasy | Romance,6.8,7.01,12.0,FINISHED,TV,FALL,2024.0,"Jill breaks out of prison the night before she’s set to be executed by her fiancé, Crown Prince Gerald. She’s struck by an arrow while escaping, but instead of dying, she’s transported six years into the past—to the night she and Gerald met. Desperate to alter fate, she instead proposes to the first man she sees, Hadis Teos Rave, her enemy in the future. This is her last chance to get it right! (Source: Crunchyroll)",J.C.STAFF,LIGHT_NOVEL,35461,108614.0,5210.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx164299-j4yHiK4j1ON7.jpg,2024-10-09,2024-12-25,24.0,PG-13 - Teens 13 or older,55150.0
Dorohedoro Season 2,Dorohedoro Season 2,Dorohedoro Season 2,Action | Adventure | Comedy | Fantasy | Horror | Mystery,8.1,8.5,11.0,RELEASING,ONA,SPRING,2026.0,The second season of Dorohedoro. The anarchy continues as Caiman inches closer to the truth behind his cursed appearance and the mystery around the Cross-Eyes' boss begins to unravel. (Source: Netflix Anime),MAPPA,MANGA,35442,73858.0,165.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx173172-404XnuOS0DhR.jpg,2026-04-01,,25.0,R - 17+ (violence & profanity),57779.0
Scott Pilgrim Takes Off,Scott Pilgrim Takes Off,Scott Pilgrim Takes Off,Action | Comedy | Drama | Mystery | Romance | Supernatural,8.0,,8.0,FINISHED,ONA,FALL,2023.0,"When girl meets boy, love takes off... Scott Pilgrim meets the girl of his dreams, Ramona Flowers, but learns he must defeat her seven evil exes in order to date her. Then things get even more complicated. Based on the graphic novels by Bryan Lee O'Malley. (Source: Science Saru, Netflix)",Science SARU,OTHER,35414,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx170206-ZP4qAzx2I2oR.jpg,2023-11-17,2023-11-17,26.0,None,
Ninja Scroll,Ninja Scroll,Juubee Ninpuuchou,Action | Adventure | Fantasy | Horror | Romance,7.3,7.63,1.0,FINISHED,MOVIE,SPRING,1993.0,"Jubei Kibagami has always been the master dealer of death, but in rescuing a ninja woman from a monster he sets loose a chain of events that puts death in his own veins and sends them on a nightmarish odyssey through a surreal and devil infested ancient Japan. How do demonic possessions, an annihilated village and a man Jubei thought safely buried in his past all connect? If Jubei can't piece the blood-soaked clues together, his only consolation will be that he won't live to regret it for very long! Prepare your mind and steel your gut for the insanely gore-packed orgy of violence that still stands alone and unchallenged as the ultimate anime action feature. (Source: Sentai Filmworks)",Animate Film,ORIGINAL,35398,160987.0,1723.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx617-yo9IcTEQRNuN.jpg,1993-06-05,1993-06-05,94.0,R+ - Mild Nudity,617.0
Magical Destroyers,Magical Destroyers,Mahou Shoujo Magical Destroyers,Action | Comedy | Ecchi | Mahou Shoujo,6.0,6.26,12.0,FINISHED,TV,SPRING,2023.0,"Freedom of expression is threatened when a mysterious group, the SSC, destroy Japan’s otaku culture. However, a young revolutionary, Otaku Hero—who loves the culture more than anything—rises up. With the help of three rambunctious magical girls—Anarchy, Blue, and Pink—they’ll team up to create a world free of this oppressive rule. Be part of the rebellion to bring back fandom! (Source: Crunchyroll)",Bibury Animation Studios,ORIGINAL,35357,85776.0,9638.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx134131-70vYnpBHFtHy.jpg,2023-04-08,2023-06-24,24.0,PG-13 - Teens 13 or older,48981.0
My Hero Academia: Vigilantes Season 2,My Hero Academia: Vigilantes Season 2,Vigilante: Boku no Hero Academia ILLEGALS 2nd Season,Action | Adventure | Drama | Fantasy,7.4,7.41,13.0,FINISHED,TV,WINTER,2026.0,The second season of Vigilante: Boku no Hero Academia ILLEGALS.,bones film,MANGA,35328,92155.0,2766.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx195322-hqBf19mBtM5K.jpg,2026-01-05,2026-03-30,24.0,PG-13 - Teens 13 or older,61942.0
Hal,Hal,Hal,Drama | Romance | Sci-Fi,7.0,7.37,1.0,FINISHED,MOVIE,SPRING,2013.0,"Kurumi's heart was broken by the sudden death of her boyfriend in a tragic airplane accident.​ Forced to carry on without her beloved Hal,​ she fell into a reclusive and joyless existence.​ Kurumi had given up on the world,​ but a brilliant scientist devised a plan to win her back.​ By melding futuristic technology with the binary equivalent of human emotion,​ they created an ultra-lifelike robotic surrogate to take Hal's place – and lure Kurumi from her shroud of solitude.​ Resistant at first,​ this shattered beauty slowly yielded to her feelings of longing – and took comfort in the company of a robot.​ Though their unique bond grew stronger with each passing day,​ Kurumi and Hal would soon discover that nothing about their artificial love story was quite as it seemed.​ (Source: Funimation)",WIT STUDIO,ORIGINAL,35322,152183.0,2929.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16528-OJw9bSijOh68.jpg,2013-06-08,2013-06-08,60.0,PG-13 - Teens 13 or older,16528.0
